TITULO_ORIGINAL;PUBLICO;ANO_LANCAMENTO;CLASSIFICACAO;GENEROS;ATORES_PRINCIPAIS;DIRETORES;PRODUTORAS
MAMMA MIA! HERE WE GO AGAIN;780500;2018;10;Comédia, Romance;Amanda Seyfried, Lily James, Pierce Brosnan, Colin Firth, Stellan Skarsgård, Christine Baranski, Julie Walters, Alexa Davies, Jessica Keenan Wynn, Dominic Cooper, Cher, Andy Garcia, Meryl Streep, Jeremy Irvine, Hugh Skinner, Josh Dylan, Maria Vacratsis, Celia Imrie, Πάνος Μουζουράκης, Omid Djalili, Gerard Monaco, Anna Antoniades, Togo Igawa, Naoko Mori, Anastasia Hille, Susanne Barklund, Jonathan Goldsmith, Sharif Afifi, Kathryn Akin, Joe Allen, Michael Anthony, Wendy Baldock, Caroline Bateson, Omari Bernard, Christopher Blades, Hannah Bodenham, Nicole Bondzie, Teneisha Bonner, Lauren Bott, Daniella Bowen, William Bozier, Dale Branston, Jacqueline Braun, Ava Brennan, Myles Brown, Charlie Bruce, Dawn Buckland, Ashley Campbell, Natalia Campbell, Vanessa Campbell, Clive Carter, Harry Carter, Chrissie Cartwright, Peter Challis, Frances Maassen Chiapetta, Javier Cid, Cassie Clare, Tom Clark, Ray Clarke, Dominic Clarson, Emma Clayton, Nicola Coates, Elliot Collins, Leon Cooke, Sarah Cortez, Joe Da Costa, Alie Coste, Robbie Culley, Charles Daish, Jo Darby, Natalie Davis, Imelda de los Reyes, Emma Deigman, Reece Darlington Delaire, Jeannine Desmier, Nathalie Desmier, Maria Despina, Kieran Donovan, Sonia Dorado, Matthew James Duff, Nathaniel Ellul, James Alan-Evans, Claire Fishenden, Nia Fisher, Jane Fowler, Tommy Franzen, Rory Furey-King, Adam Galbraith, Jenny Galloway, Jemma Geanaus, Chris George, Linda Gibbs, Louise Gold, Mark Goldthorp, Sharon Gomez, Georgia Reid Hamilton, Andrew Hamshire, Crystal Hantig, Alison Harding, Layla Harrison, Yasmin Harrison, Linzi Hateley, Pip Hersee, Leonie Hill, Jack Hinton, Todd Holdsworth, Robert Howie, Lukas Hunt, Parsifal James Hurst, Katherine Isles, Kim Ismay, Jacqui Jameson, Cherelle Jay, Alim Jayda, Alison Jenkins, Carolyn Jones, Jamie Karitzis, Nicola Keen, Craig Anthony-Kelly, Reece Kerridge, Dan Krikler, Joshua Lacey, Mitchell Lathbury, Gemma Lawson, Peter Le Brun, Georgie Leatherland, Melvin LeBlanc, Nick Len, Paul Leonard, Rebecca Leung, Cassie Macmillian, Nikki Mae, Liam Marcellino, Joe Edward Mascot, Melli Matthews, James Paul McAllister, Fiona McDonald, Myra McFadyen, Fergal McGoff, Perry Meadowcroft, Oliver Metzler, Chanel Mian, Holly Mitchell, Scott Mobley, Andrew Monaghan, Mandy Montanez, Elander Moore, Leah Sue Morland, Jake Moyle, Rachel Muldoon, Charis Murray, Mazz Murray, Wolfgang Mwanje, Jayde Nelson, Marianna Neofitou, Robert Nerantzoulis, Jordan Nesbitt, Sam Nesti, Tom Oakley, Anu Ogunmefun, Katy Osborne, Aaron Ashley Parker, Christopher Parkinson, Tamara McKoy-Patterson, Sherrie Pennington, Nuwan Hugh Perera, Michael Peters, Thierry Picaut, Thomas Pitiris, Eve Polycarpou, Joseph Poulton, Zoe Purpuri, Aaron Renfree, Lisa Ritchie, Zach Robinson, Matt Ryan, Simone Sault, Josie Scamell, Julienne Schembri, Alessio Scozzaro, Stella Segar, Parisa Shahmir, Esther Scheills, Michael Simkins, Gregory Sims, Helen Siveter, Michael Skyers, Simon Slater, Michael Small, Duncan Smith, Philippa Stefani, Gregor Stewart, Sandy Strallen, Lizzie Stavrou, Dean Street, Adi Suissa, Antonio Susinni, Jasmine Takacs, Mikaela Taube, Melissa Odette Teo, Kenneth Tharp, Alex Thomas, Justin Thomas, Amy Thornton, Emily Tierney, Poppy Tierney, Joe Toland, Paul Tomkinson, Sebastien Torkia, Zara Treherne, Amy Trigg, Tim Wallers, Billy Warren, Tom Wheatley, Grace Cinque White, Johnny White, Chad Wilder, Laura Wilson, Amanda Wilkin, Beth Willetts, Luke Woolaston, Matthew Seadon-Young, Elena Zacharia, Björn Ulvaeus, Benny Andersson;Ol Parker;Littlestar, Playtone
TALK TO ME;779644;2023;16;Terror;Sophie Wilde, Alexandra Jensen, Joe Bird, Otis Dhanji, Miranda Otto, Zoe Terakes, Chris Alosio, Marcus Johnson, Alexandria Steffensen, Ari McCarthy, Sunny Johnson, James Oliver, Cass Cumerford, Jett Gazley, Kitt Erhart-Bruce, Hamish Phillips, Kidaan Zelleke, Sarah Brokensha, Jayden Davison, Jodie Dry, Frances Cassar, Kelly Butler, Ava Stenta, Harli Ames, Leeanna Walsman, Kerry Reid, Robin Northover, Jacek Koman, Helene Philippou, Jude Turner, Zac Scott, Jess Kuss, David Roberts, Demi Van Kasteren, Pia Gillings, Oscar Wangel, Courtlan Gordan, Louisa Giameos, Jem O'Callaghan, Joe Romeo, Alex Noel McCarthy, Charlie Morkunas, Patricia Haycock, Murray Haycock, Catherine Purling, Nicola Thiele, David Simmons, Joseph House Baker, Alice Scheid, Anita Kimber, Ben Bullock, Brian Godfrey, Cooper Duncan, Daniel Pitt, Danielle Ruggiero-Prior, Dylan Warren, Emily Fogg, Emily Gun, Jason Moore, Jessica Homewood, Kate Portus, Lelum Rathnayake, Matt Goldwyn, Michael Gilmore, Philip Maynard, Sarah Baber, Saravjit Singh, Shadrack Kamau, Thomas Gardner, Mark Duncan, Ella Fenwick, Michael Harpas, Nikolas Gelios, Alex Philippou, Con Lipapis, Con Patelias, Louis Vavaroutsos, Uncle Mars, Nick Lipapis;Danny Philippou, Michael Philippou;Causeway Films, Screen Australia, South Australian Film Corporation, Bankside Films, Head Gear Films, Metrol Technology
RAMBO: LAST BLOOD;774462;2019;18;Ação, Thriller, Drama;Sylvester Stallone, Paz Vega, Sergio Peris-Mencheta, Adriana Barraza, Yvette Monreal, Joaquín Cosío, Pascacio López, Óscar Jaenada, Nicholas Wittman, Jessica Madsen, Louis Mandylor, Fenessa Pineda, Marco de la O, Álvaro Flores, Úrsula Murayama, Atanas Srebrev, Rick Zingale, David Aguirre Firth, Díana Bermudez, Victor Baioco, Dimitri 'Vegas' Thivaios, Alexander Dimitrov, Genie Kim, Aaron Cohen, Owen Davis, Jamieson Urquhart, Brayden Pindur, Cathy Pulido, Manuel Uriza, Georgi Manchev, Mirka Prieto, Cuco Usín, Domenic Charles Vargas, Sheila Shah, Simona Zdravkova, Tanya Stefanova, Velichka Georgieva, Dobrinka Georgieva, Ashli Dolat, Gloria Georgieva, Melani Petrova, Nadejda Koleva, Simona Yanusheva, Jaklin, Melin Edrinch, Roza Georgieva, Madlen Kovacheva, Evelina Igova, Daniel Mora, Lyubomir Neykov, Georgi Dimitrov;Adrian Grünberg;Millennium Media, Templeton Media, Campbell Grobman Films, Dadi Film Group, Balboa Productions
PAUL, APOSTLE OF CHRIST;765969;2018;12;Drama;Jim Caviezel, James Faulkner, Olivier Martinez, Joanne Whalley, John Lynch, Γιώργος Καραμίχος, Antonia Campbell-Hughes, Alessandro Sperduti, Alexandra Vino, Manuel Cauchi, Noah Huntley, Kenneth Spiteri, Anthony Edridge, André Agius, John-Paul Pace, Erica Muscat, Jacob Daniel Groth, Henry Holland, Nina Sultana, Natalie Rossignaud, Iskander El Hag Aisa, Daryl Vassallo, Vladislav Ilich, Chris Dingli, Mario Opinato, Anthony Ellul, Stephen Buhagiar, Mikhail Basmadjian, Husam Chadat, Edward Mercieca, Philip Mizzi, Graham Charles, Joe Azzopardi, Nora Jolie Eckermann, Sarah Michelle Attard, Stephen Caruana, Nikovich Sammut;Andrew Hyatt;Outside Da Box, Affirm Films, ODB Films
THE EXORCIST: BELIEVER;765143;2023;16;Terror;Leslie Odom Jr., Lidya Jewett, Olivia O'Neill, Ann Dowd, Jennifer Nettles, Norbert Leo Butz, Okwui Okpokwasili, Raphael Sbarge, E.J. Bonilla, Ellen Burstyn, Linda Blair, Danny McCarthy, Tracey Graves, Celeste Oliva, Antoni Corone, Norah Murphy, Chloe Traicos, Chandu Kanuri, Richard Carr III, Malena Cunningham Anderson, Emily Rachel Gordon, Linda Boston, Nick Benas, Justin Paul Warren, Seth Loven, Dylan Probert, Amanda Beth, Lariah Alexandria, Cecil Chatman, Rory Gross, Nigel Barto, Edward James Warren, Forrest Briggs, Eliseo Antonio Paredes, Lize Johnston, Patrick Roper, Nedim Jahić;David Gordon Green;Universal Pictures, Blumhouse Productions, Morgan Creek Entertainment, Rough House Pictures
STAR TREK BEYOND;758373;2016;12;Ação, Aventura, Ficção científica;Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldaña, Simon Pegg, John Cho, Anton Yelchin, Idris Elba, Sofia Boutella, Joe Taslim, Lydia Wilson, Deep Roy, Melissa Roxburgh, Anita Brown, Doug Jung, Danny Pudi, Kim Kold, Fraser Aitcheson, Matthew MacCaull, Emy Aneke, Shohreh Aghdashloo, Greg Grunberg, Jennifer Cheon Garcia, Jarod Joseph, Jeremy Raymond, Harry Han, Gina Brinkman, Adam DiMarco, Fiona Vroom, Richard Laurence, Doug Chapman, Dan Payne, Anthony Shim, Andrea Yu, Shea Whigham, Christian Sloan, Jake Huang, Priya Rajaratnam, Luka Hays, Thomas Cadrot, Jennifer W. Evans, Roxanne Fernandes, Jake Foy, Jodi Haynes, Nathan Jean, Tarun Keram, J.P. Mulcaster, Edwin Rodriguez, Alex Rose, Polina Soldatova, Lia Lam, Ian Nsenga, Sara Forsberg, Jeff Bezos, Christian Mandel, Carlo Ancelotti, Richard David Lecoin;Justin Lin;Skydance Media, Paramount Pictures, Bad Robot, Perfect Storm Entertainment, Sneaky Shark
PAW PATROL: THE MOVIE;754066;2023;L;Aventura, Animação, Comédia, Família, Ficção científica;Mckenna Grace, Taraji P. Henson, Marsai Martin, Iain Armitage, Ron Pardo, Lil Rel Howery, Kim Kardashian, Chris Rock, Serena Williams, Alan Kim, Brice González, North West, Saint West, James Marsden, Kristen Bell, Will Brisbin, Christian Corrao, Luxton Handspiker, Nylan Parthipan, Callum Shoniker, Dan Duran, Kim Roberts, Sugith Varughese, Joshua Graham, Monique Alvarez, Neil Crone, Stephane Belong;Cal Brunker;Nickelodeon Movies, Spin Master, Paramount Pictures, Mikros Image, Mikros Animation
HARRY POTTER AND THE PRISONER OF AZKABAN;750456;2004;12;Aventura, Fantasia;Daniel Radcliffe, Rupert Grint, Emma Watson, Robbie Coltrane, Michael Gambon, Gary Oldman, David Thewlis, Timothy Spall, Alan Rickman, Tom Felton, Emma Thompson, Julie Walters, Richard Griffiths, Fiona Shaw, Maggie Smith, David Bradley, Pam Ferris, Dawn French, Julie Christie, Robert Hardy, Mark Williams, Harry Melling, Adrian Rawlins, Geraldine Somerville, Lee Ingleby, Lenny Henry, Jimmy Gardner, Jim Tavaré, Abby Ford, Oliver Phelps, James Phelps, Chris Rankin, Bonnie Wright, Devon Murray, Warwick Davis, Matthew Lewis, Sitara Shah, Jennifer Smith, Bronson Webb, Josh Herdman, Genevieve Gaunt, Kandice Morris, Alfred Enoch, Annalisa Bugliani, Tess Bu Cuarón, Violet Columbus, Paul Whitehouse, Ekow Quartey, Ricky Sahota, Jamie Waylett, Sharon Sandhu, Danielle Tabor, Freddie Davies, Peter Best, Ian Brown, Marianne Chase, Tom Ackerley, Hazel Keech;Alfonso Cuarón;Warner Bros. Pictures, 1492 Pictures, Heyday Films, P of A Productions
POOR THINGS;748999;2023;18;Ficção científica, Romance, Comédia;Emma Stone, Mark Ruffalo, Willem Dafoe, Ramy Youssef, Christopher Abbott, Suzy Bemba, Jerrod Carmichael, Kathryn Hunter, Vicki Pepperdine, Hanna Schygulla, Margaret Qualley, Jack Barton, Charlie Hiscock, Dobai Attila, Emma Hindle, Anders Grundberg, Attila Kecskeméthy, Jucimar Barbosa, Carminho, Angela Paula Stander, Gustavo Gomes, Kate Handford, Owen Good, Zen Joshua Poisson, Vivienne Soan, Jerskin Fendrix, Gőz István, Bruna Asdorian, Tamás Szabó Sipos, Tom Stourton, Mascuud Dahir, Miles Jovian, Jeremy Wheeler, János Geréb, Patrick de Valette, Raphaël Thiéry, Boris Gillot, Dorina Kovács, Yorgos Stefanakos, Hubert Benhamdine, Laurent Borel, Gábor Patay, Laurent Winkler, Andrew Hefler, Damien Bonnard, Noah Breton, Donovan Fouassier, Wayne Brett, John Locke, Keeley Forsyth, David Bromley, Celina Schleicher, Roderick Hill;Γιώργος Λάνθιμος;Searchlight Pictures, Film4 Productions, TSG Entertainment, Element Pictures, Limp, Fruit Tree
THE POPE´S EXORCIST;735386;2023;16;Terror, Thriller;Russell Crowe, Daniel Zovatto, Alex Essoe, Peter DeSouza-Feighoney, Ralph Ineson, Laurel Marsden, Franco Nero, Ryan O'Grady, Bianca Bardoe, Carrie Munro, Cornell John, Santi Bayón, Paloma Bloyd, Alessandro Gruttadauria, River Hawkins, Jordi Collet, Marc Velasco, Edward Harper-Jones, Matthew Sim, Victor Solé, Tom Bonington, Andrea Dugoni, Ed White, Laila Barwick, Gennaro Diana, Pablo Raybould, Derek Carroll, Ella Cannon, Amey De Souza, Neha Dubey, Niamh McHenry, Ollie Ryan, Thomas Hopkins;Julius Avery;Screen Gems, 2.0 Entertainment, Loyola Productions
TICKET TO PARADISE;731326;2022;12;Drama, Comédia, Romance;Julia Roberts, George Clooney, Kaitlyn Dever, Billie Lourd, Maxime Bouttier, Lucas Bravo, Cintya Dharmayanti, Geneviève Lemon, Dorian Djoudi, Arielle O'Neill, Ling Cooper Tang, Romy Poulier, Charles Andre Allen, Ilma Nurfauziah, Agung Pindha, Ifa Barry, Nom Gunadi, Inaya Servais, Ida Pandita Putu Wirata, Eduard Alexander Waloni, Mia Amrisyanda, Casey Wright, Rowan Chapman, Kyoko Yates, Sean Lynch, Francis McMahon, Joshua Chan, Anto Widjaja, Tim Appleton, Senayt Mebrahtu, Charles Allen;Ol Parker;Smokehouse Pictures, Red Om Films, Working Title Films, Universal Pictures
WINCHESTER;729402;2018;14;Terror, Thriller;Helen Mirren, Jason Clarke, Sarah Snook, Finn Scicluna-O'Prey, Emm Wiseman, Alana Fagan, Rebecca Makar, Tyler Coppin, Michael Carman, Angus Sampson, Alice Chaston, Eamon Farren, Laura Brent, Adam Bowes, Bruce Spence, Phoenix Suhrou-Diamond, Jayden Irving, Rosco Campbell, Puven Pather, Tom Heath, Curtis Bock, Andy de Lore, Graham Jahne, Hayden Stewart, Chris Anderson, Laura Sutton, Robert Shook, Richard Anastasios, Will Jones, Luke Maizey, James Baldwin, Neil Solomano, Amos Ciza, Red Horse Rivera, Timothy Brown, Kym Lannin, Christian Rhodes-Wolfe, Albert Trajstman, Xavier Gouault, Gawi Deng, Ryuhei Tsukamoto, Shane Holloway, Michael Boyd, Elisa Abascal, Akosia Sabet, Stephanie Beall, Clancy Fraser, Chris Homa, Rose Juan, Douglas Embry, Jeffrey W. Jenkins, Dawayne Jordan, Jeff Lipary, Homero Lopez, Marcus Orelias;Peter Spierig, Michael Spierig;Imagination Design Works, Blacklab Entertainment, Lionsgate, Screen Australia, Screen Queensland, Film Victoria, Eclipse Pictures
ROCKETMAN;727330;2019;14;Música, Drama;Taron Egerton, Jamie Bell, Richard Madden, Bryce Dallas Howard, Gemma Jones, Steven Mackintosh, Tom Bennett, Matthew Illesley, Kit Connor, Charlie Rowe, Peter O'Hanlon, Ross Farrelly, Evan Walsh, Tate Donovan, Sharmina Harrower, Ophelia Lovibond, Celinde Schoenmaker, Harriet Walter, Stephen Graham, Sharon D. Clarke, Aston McAuley, Jason Pennycooke, Alexia Khadime, Carl Spencer, Jimmy Vee, Leon Delroy Williams, David Doyle, Leigh Francis, Dickon Tolson, Diana Alexandra Pocol, Eddie Mann, Josh McClorey, Rachel Muldoon, Benjamin Mason, Guillermo Bedward, Max Mackintosh, Micah Holmes, Charles Armstrong, Barbara Drennan, Jake Shears, Graham Fletcher-Cook, Sian Crisp, Dale Monie, Alex James-Phelps, Fabian Sgoluppi, Alison Ball, Danielle Scott, Leon Cooke, Juozas Statkevičius, Benjamin Lok, Dempsey Bovell, Max Croes, Natalie Adams, Pete McCabe, Rebecca Davis, Titilayo Abiola, Ross Dawes, Alexa Povah, Mark Atkin, Stevee Davies, Nia Towle, Lee Bridgman, Rob Callender, Demetri Goritsas, James Bennett, Stephan Lee Benson, Ava Brennan, Myles Brown, Sophie Carmen-Jones, Nikkita Chadha, Navala Chaudhari, Tom Clark, Zoe Reeve, Miles Coote, Jack Dargen, Michael Downing, Jo Dyce, Mark Ellison, Michael J. Fellows, Rebecca Fennelly, Ross Finnie, Ashley Franklin, Fraser Fraser, Lucia Marin Gonzalez, Martina Gumbs, Jared Martyn-Hageman, Pip Hersee, Connor Hill, Thomas Inge, Sarah Haruko Iwaskow, Luke Jackson, Christopher Jeffers, Hayley Jones, Jamie Karitzis, Emily Kuhl, Wade Lewin, Neeve Martin, Thomas Charles Torrance Mather, Fiona McDonald, Liam Marcinello, Alicia Mencia, Oliver Metzler, Ramzan Miah, Jake Moyle, Ed Munro, Sam Murphy, Myles Newland, Callum Powell, Aishwarya Raut, Lauren-Kate Seymour, Phil Snowden, Nadia Sohawon, Sam Stanley, Amira Stevens, Tristan Temple, Alex Thomas, Grant Thresh, Matt Turner, Megan Westpfel, Josh Weston, Layton Williams, Luke Woolaston, Tom Woolaston, Alexandra Worrall, Luke Wright, Zeng Yixin, Emily Yuen, Ziad Abaza, Christina Andrew, Lasco Atkins, Jamie Bacon, Anna Benamati, Carlos Borrás, Dan Burns, Peter Cerlienco, Eric Coco, David Cradduck, Marco De Marlo, Michele Donockley, Dani Dupont, Healthy Emmie, Amor Evans, Viktorija Faith, Delia Florea, Jack French, Inna Georgia, Michel Alexandre Gonzalez, Mark Gooden, Nicholle Hembra, Theo Ip, Nick Kellington, Adnan Kundi, Kamil Lemieszewski, Xiao Xue Xu Lin, Francesco Lucidi, Ketan Majmudar, Giles Martin, Ida May, Elizabeth McCafferty, Solomon Mousley, Adrian Mozzi, Laura Obiols, Tom Ogg, Rory Okey, Richard Price, Jess Radomska, Eddie Register, Kemal Shah, Charlotte Sharland, Sarah Sharman, Mariela Silva, Amanda Smith, Robert Smith, Tanisha Spring, Alisha Tarran, Emily Tebbutt, Dave Thompson, Peter Trevor, Lochlan White, Luke White, Riley White, Sara Wilkins, Samuel Williams, Charlie Bentley, Bethany Harrison, Karl Farrer;Dexter Fletcher;Paramount Pictures, New Republic Pictures, Marv, Rocket Pictures, Lawrence Bender Productions
THE ACCOUNTANT;727126;2025;16;Mistério, Crime, Thriller;Ben Affleck, Jon Bernthal, Cynthia Addai-Robinson, J.K. Simmons, Allison Robertson, Alison Wright, Daniella Pineda, Robert Morgan, Grant Harvey, Andrew Howard, Yael Ocasio, Lombardo Boyar, Michael Tourek, Fernando Chien, Abner Lozano, Talia Thiesfield, Presley Alexander, Nik Sanchez, Corwin Ireland, Avery Taylor, Vincent Juskalian, John Patrick Jordan, Kristen Ariza, Jeremy Radin, Christopher Alvarenga, Alex Campbell, Betsy Baker, Alan Barinholtz, Alberto Manquero, Todd Stashwick, Cassandra Blair, Megan Grano, Catherine Adell, Liesel Kopp, Monica Bhatnagar, David Reivers, Alain Ali Washnevsky, Michelle N. Carter, Matt Linton, James P. Harkins, Michael John Benzaia, Joe Holt, Erica Johnson, Anna Platen, Dominique Domingo, Charlie Bodin, Paula Rhodes, Cynthia Valenzuela, Mariel Martínez, Mariel Suarez, Robert Keith, Melissa Kaye Bontempt, Ian Merrigan, Brian Oerly, Heidi Amundson, Beatrice Naomi Nathanson, Yuri Chung, Zoey Chung, Gio Zavala, Donna Kim, Lincoln Bodin, Elliot Bodin, Ramon Cortes, Dustin Stern-Garcia, Nichole Palacios, Laura G. Chirinos, Troy Christian, Abhinav Gopisetty, Frank Scozzari, Nicholas Walker;Gavin O'Connor;Artists Equity, 51 Entertainment, Zero Gravity Management, Filmtribe
OVERCOMER;726790;2019;10;Drama;Alex Kendrick, Priscilla C. Shirer, Cameron Arnett, Shari Rigby, Aryn Wright-Thompson, Denise Armstrong, Jack Sterner, Caleb Kendrick, Joshua Kendrick, Chuck Hasty, Joseph Curtis Callender, Phil Scoggins, Ashley Garrett, Steve Hullfish, Aryn Wright-Thompson, Matthew Kendrick, Ty Benham, Philip Adams, Malcolm Johnson, Anna Elizabeth Kendrick, Trey Reynolds, Bruce Marchiano, Micah Lynn Hanson, Myke Holmes, Rebecca Koon, Jared Staley, Kendrick Cross, Isaiah Coleman, Dave Blamy, Stephen Kendrick, Diamond Morgan, Tina Witherby, Elijah B. Moore, Holly A. Morris, Scotty Curlee, Karen Boles, Cecil Cheves, Heather Whatley, Jason Baruch, Adam Drake, Ben Davies, Joe Ballew, Danyelle Monson, William Young, Les Best, Catherine Kendrick, Cohen Kendrick, Elizabeth Becka, Sam Beman, Robert Thompson, Grant Davidson, Christian Gabriel Anderson, Reggie Williams, Christopher Vega;Alex Kendrick;Kendrick Brothers
MEUS 15 ANOS;724430;2006;Não Informado;Drama;Emily Rios, Jesse García, Chalo González, David W. Ross, Jason L. Wood, Ramiro Iniguez, Araceli Guzman-Rico, Jesus Castanos, Johnny Chavez;Richard Glatzer, Wash Westmoreland;Kitchen Sink Entertainment, Sony Pictures Classics
VITÓRIA;722725;2018;14;Romance, Comédia, Música;Ana Caetano, Vitória Falcão, Clarissa Müller, Bruce Gomlevsky, Thati Lopes, Caíque Nogueira, Érika Mader, Victor Lamoglia, Gabriela Nunes, Bryan Ruffo, Hamilton Dias, Mariana Nolasco, Nina Fernandes, Jade Baraldo, Mike Tulio, Guto Oliveira, Gabriel Gonti, Bárbara Dias, João Griner, Juliana de Souza Oliveira, Clariana de Souza Oliveira, Carina Verruck, Rafael Coutinho, Giuliani Kleinubing, Rafael Oliveira;Matheus Souza;F/SIMAS
CONCLAVE;719981;2024;12;Drama, Thriller;Ralph Fiennes, Stanley Tucci, John Lithgow, Isabella Rossellini, Lucian Msamati, Carlos Diehz, Sergio Castellitto, Brían F. O'Byrne, Merab Ninidze, Thomas Loibl, Jacek Koman, Bruno Novelli, Rony Kramer, Valerio Da Silva, Joseph Mydell, Vincenzo Failla, Garrick Hagon, Madhav Sharma, Loris Loddi, Roberto Citran, Antonio Toma, Balkissa Souley Maiga, Romuald Kłos, Willie Jonah;Edward Berger;FilmNation Entertainment, House Productions, Indian Paintbrush
GHOST IN THE SHELL;718923;2017;14;Ficção científica, Drama, Ação;Scarlett Johansson, Takeshi Kitano, Pilou Asbæk, Michael Pitt, Chin Han, Juliette Binoche, Peter Ferdinando, 福島リラ, Daniel Henshall, Yutaka Izumihara, Anamaria Marinca, Kaori Momoi, Lasarus Ratuere, Danusia Samal, Tawanda Manyimo, Mana Hira Davis, Erroll Anderson, Kai Fung Rieck, Andrew Stehlin, Matthias Luafutu, John Luafutu, Kaori Yamamoto, Andrew Morris, Adwoa Aboah, Chris Obi, Makoto Murata, Natarsha Orsman, Joseph Naufahu, Vinnie Bennett, Pete Teo, Xavier Horan, Allan Henry, 陳永尉, Kirt Kishita, David Johnson Wood, Kate Venables, Emma Coppersmith, Tanya Drewery, Hannah Tasker-Poland, Jacqueline Lee Geurts, Shinji Ikefuji, Michael Wincott, Tricky, Philippe Joly, Yasushi Asaya, Jack Machiela, Julian Gaertner;Rupert Sanders;Weying Galaxy Entertainment, Paramount Pictures, Shanghai Film Group, Reliance Entertainment, Grosvenor Park Productions, Steven Paul Production, Huahua Media, Seaside Entertainment, DreamWorks Pictures, Arad Productions
